,P1,,,,,P2,,,,,,,,,,,P3,,,,,,,,,P4,,,,,,,,,P5,,,,,,,,,,,,,P6,,,,
" 22/12/2015 4:50:08 PM",2.544278,259.8925,2,2,1,263.0095,8.883171,498.2312,2.475763,2,1,1,2,1,2,1,20.67034,2.237709,268.1604,1,2,1,1,2,1,0,173.0326,0,139.0413,1,1,1,1,1,7.418162,178.8772,260.9267,123.5837,0.001538067,0.001408992,0.001664373,0,1,1,10.36593,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:50:09 PM",2.588476,259.5,2,2,1,263.0095,8.883171,498.667,2.475763,2,1,1,2,1,2,1,20.67034,2.237709,268.1204,1,2,1,1,2,1,0,173.0326,0,139.2335,1,1,1,1,1,7.418162,178.8772,260.9267,123.5837,0.001538067,0.001408992,0.001664373,0,1,1,10.36593,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:50:10 PM",2.610575,259.0682,2,2,1,263.0095,8.883171,498.8208,2.472559,2,1,1,2,1,2,1,20.68314,2.238222,267.9601,1,2,1,1,2,1,0,173.0326,0,139.3489,1,1,1,1,1,7.418162,178.8772,260.9267,123.5837,0.001538067,0.001408992,0.001664373,0,1,1,10.36593,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:50:11 PM",2.646126,258.5579,2,2,1,263.0095,8.883171,499.3335,2.471919,2,1,1,2,1,2,1,20.70875,2.239503,267.9601,1,2,1,1,2,1,0,173.0326,0,139.4258,1,1,1,1,1,7.418162,178.8772,260.9267,123.5837,0.001538067,0.001408992,0.001664373,0,1,1,10.36593,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:50:12 PM",2.660539,258.2439,2,2,1,263.0095,8.883171,499.6411,2.471919,2,1,1,2,1,2,1,20.70875,2.239503,267.7198,1,2,1,1,2,1,0,173.0326,0,139.4258,1,1,1,1,1,7.418162,178.8772,260.9267,123.5837,0.001538067,0.001408992,0.001664373,0,1,1,10.36593,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:50:13 PM",2.661179,257.8906,2,2,1,263.0095,8.883171,499.8206,2.471919,2,1,1,2,1,2,1,20.70875,2.239503,267.7999,1,2,1,1,2,1,0,173.0326,0,139.618,1,1,1,1,1,7.418162,178.8772,260.9267,123.5837,0.001538067,0.001408992,0.001664373,0,1,1,10.36593,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:50:14 PM",2.643564,257.6551,2,2,1,263.0095,8.883171,500.0256,2.471919,2,1,1,2,1,2,1,20.70875,2.239503,267.9601,1,2,1,1,2,1,0,173.0326,0,139.9257,1,1,1,1,1,7.418162,178.8772,260.9267,123.5837,0.001538067,0.001408992,0.001664373,0,1,1,10.36593,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:50:15 PM",2.620184,257.4981,2,2,1,263.0095,8.883171,500.282,2.472175,2,1,1,2,1,1,1,20.66073,2.239503,268.1204,1,2,1,1,2,1,0,173.0326,0,140.5793,1,1,1,1,1,7.418162,178.8772,260.9267,123.5837,0.001538067,0.000896631,0.001664373,0,1,1,10.36593,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:50:16 PM",2.617622,257.2626,2,2,1,263.0095,8.883171,500.7178,2.472175,2,1,1,2,1,1,1,20.66073,2.239503,267.9601,1,2,1,1,2,1,0,173.0326,0,141.0792,1,1,1,1,1,7.418162,178.8772,260.9267,123.5837,0.001538067,0.000896631,0.001664373,0,1,1,10.36593,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:50:17 PM",2.614419,257.4588,2,2,1,263.0095,8.883171,500.769,2.472175,2,1,1,2,1,1,1,20.66073,2.239503,268.2005,1,2,1,1,2,1,0,173.0326,0,141.656,1,1,1,1,1,7.418162,178.8772,260.9267,123.5837,0.001538067,0.000896631,0.001664373,0,1,1,10.36593,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:50:18 PM",2.603529,257.6551,2,2,1,263.0095,8.883171,501.0254,2.472816,2,1,1,2,1,1,1,20.66073,2.239503,267.9601,1,2,1,1,2,1,0,173.0326,0,142.6557,1,1,1,1,1,7.418162,178.8772,260.9267,123.5837,0.001538067,0.000896631,0.001664373,0,1,1,10.36593,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:50:19 PM",2.603529,257.6551,2,2,1,263.0095,8.883171,501.0254,2.472816,2,1,1,2,1,1,1,20.66073,2.239503,267.9601,1,2,1,1,2,1,0,173.0326,0,142.6557,1,1,1,1,1,7.418162,178.8772,260.9267,123.5837,0.001538067,0.000896631,0.001664373,0,1,1,10.36593,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:50:20 PM",2.582071,257.6944,2,2,1,263.0095,8.883171,501.2305,2.474738,2,1,1,2,1,1,1,20.62872,2.235916,267.7999,1,2,1,1,2,1,0,173.0326,0,143.2325,1,1,1,1,1,7.418162,178.8772,260.9267,123.5837,0.001538067,0.000896631,0.001664373,0,1,1,10.36593,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:50:21 PM",2.565096,257.8906,2,2,1,263.0095,8.883171,501.4355,2.474738,2,1,1,2,1,1,1,20.59671,2.235916,267.7999,1,2,1,1,2,1,0,173.0326,0,144.1553,1,1,1,1,1,7.418162,178.8772,260.9267,123.5837,0.001538067,0.001152812,0.001664373,0,1,1,10.36593,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:50:22 PM",2.548762,257.5374,2,2,1,263.0095,8.883171,501.7431,2.472559,2,1,1,2,1,1,1,20.5711,2.235916,267.88,1,2,1,1,2,1,0,173.0326,0,145.0013,1,1,1,1,1,7.418162,178.8772,260.9267,123.5837,0.001538067,0.001152812,0.001664373,0,1,1,10.36593,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:50:23 PM",2.538513,257.3803,2,2,1,263.0095,8.883171,502.0508,2.472303,2,1,1,2,1,1,1,20.5711,2.235916,267.9601,1,2,1,1,2,1,0,173.0326,0,145.7319,1,1,1,1,1,7.418162,178.8772,260.9267,123.5837,0.001538067,0.001793263,0.001664373,0,1,1,10.36593,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:50:24 PM",2.52314,257.1448,2,2,1,263.1377,8.883171,502.1277,2.472303,2,1,1,2,1,1,1,20.5711,2.235916,267.88,1,2,1,1,2,1,0,173.0326,0,146.001,1,1,1,1,1,7.418162,178.8772,260.9267,123.5837,0.001538067,0.001793263,0.001664373,0,1,1,10.36593,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:50:25 PM",2.512891,257.3018,2,2,1,263.3299,8.883171,502.6916,2.472303,2,1,1,2,1,1,1,20.5711,2.233866,268.1604,1,2,1,1,2,1,0,173.0326,0,146.5394,1,1,1,1,1,7.418162,178.8772,260.9267,123.5837,0.001538067,0.001793263,0.001664373,0,1,1,10.36593,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:50:26 PM",2.499439,257.1841,2,2,1,263.3299,8.883171,503.0249,2.472303,2,1,1,2,1,1,1,20.5711,2.233738,268.3206,1,2,1,1,2,1,0,173.0326,0,147.3084,1,1,1,1,1,7.418162,179.1336,260.9267,123.5837,0.001538067,0.001793263,0.001664373,0,1,1,10.36593,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:50:27 PM",2.487269,257.5374,2,2,1,263.3299,8.883171,503.6145,2.472303,2,1,1,2,1,1,1,20.61912,2.233738,268.601,1,2,1,1,2,1,0,173.0326,0,147.616,1,1,1,1,1,7.418162,179.1336,260.9267,123.5837,0.001538067,0.001793263,0.001664373,0,1,1,10.36593,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:50:28 PM",2.473177,257.3411,2,2,1,263.3299,8.879646,504.204,2.472303,2,1,1,2,1,1,1,20.63832,2.233738,268.8013,1,2,1,1,2,1,0,173.0326,0,147.8467,1,1,1,1,1,7.418162,179.1336,260.9267,123.5837,0.001538067,0.001280902,0.001664373,0,1,1,10.36593,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:50:29 PM",2.454601,257.5374,2,2,1,263.3299,8.87484,505.0244,2.472303,2,1,1,2,1,1,1,20.55829,2.23566,269.2018,1,2,1,1,2,1,0,173.0326,0,148.5004,1,1,1,1,1,7.418162,178.9541,260.9267,123.5837,0.001538067,0.001280902,0.001664373,0,1,1,10.36593,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:50:30 PM",2.438587,258.1654,2,2,1,263.0415,8.869072,505.7678,2.473713,2,1,1,2,1,1,1,20.55509,2.23566,269.8827,1,2,1,1,2,1,0,173.0326,0,148.6157,1,1,1,1,1,7.418162,178.9541,260.9267,123.5837,0.001538067,0.001280902,0.001664373,0,1,1,10.36593,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:50:31 PM",2.42994,258.4402,2,2,1,263.0415,8.861061,506.9213,2.473713,2,1,1,2,1,1,1,20.55509,2.23566,269.7225,1,2,1,1,2,1,0,173.0326,0,148.7695,1,1,1,1,1,7.418162,178.9541,260.9267,123.5837,0.001538067,0.001280902,0.001664373,0,1,1,10.36593,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:50:32 PM",2.428658,258.5187,2,2,1,263.0415,8.85273,507.9211,2.473713,2,1,1,2,1,1,1,20.55509,2.23566,269.8827,1,2,1,1,2,1,0,173.1351,0,148.8849,1,1,1,1,1,7.418162,178.9541,260.9267,123.5837,0.001538067,0.001280902,0.001664373,0,1,1,10.36593,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:50:33 PM",2.428658,258.4794,2,2,1,263.0415,8.838631,508.8695,2.473713,2,1,1,2,1,1,1,20.61592,2.237581,270.1631,1,2,1,1,2,1,0,173.1351,0,148.8849,1,1,1,1,1,7.418162,178.9541,260.9267,123.5837,0.001538067,0.001280902,0.001664373,0,1,1,10.36593,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:50:34 PM",2.464849,258.5187,2,2,1,263.0415,8.823892,510.1256,2.473713,2,1,1,2,1,1,1,20.63832,2.238862,270.5636,1,2,1,1,2,1,0,173.1351,0,148.5773,1,1,1,1,1,7.418162,178.9541,260.9267,123.5837,0.001538067,0.001280902,0.001664373,0,1,1,10.36593,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:50:35 PM",2.514493,258.6364,2,2,1,263.0415,8.809793,511.356,2.473713,2,1,1,2,1,1,1,20.60631,2.238862,271.0844,1,2,1,1,2,1,0,173.1351,0,148.8465,1,1,1,1,1,7.414317,178.9541,260.9267,123.5837,0.001538067,0.001280902,0.001664373,0,1,1,10.36593,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:50:36 PM",2.545559,258.5579,2,2,1,263.0415,8.791849,512.1764,2.473713,2,1,1,2,1,1,1,20.59031,2.239503,271.565,1,2,1,1,2,1,0,173.1351,0,149.1925,1,1,1,1,1,7.414317,178.9541,260.9267,123.5837,0.001538067,0.001280902,0.001664373,0,1,1,10.36593,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:50:37 PM",2.591359,258.6364,2,2,1,263.0415,8.774866,513.3043,2.473713,2,1,1,2,1,1,1,20.59031,2.239503,271.7252,1,2,1,1,2,1,0,173.1351,0,149.6155,1,1,1,1,1,7.414317,178.9541,260.9267,123.5837,0.001538067,0.001280902,0.001664373,0,1,1,10.36593,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:50:38 PM",2.622746,258.6364,2,2,1,263.1056,8.754679,514.0733,2.473457,2,1,1,2,1,1,1,20.59031,2.239503,272.5263,1,2,1,1,2,1,0,173.1351,0,150.2307,1,1,1,1,1,7.414317,178.9541,260.9267,123.5837,0.001538067,0.001280902,0.001664373,0,1,1,10.36593,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:50:39 PM",2.646767,258.5187,2,2,1,263.1697,8.735773,514.8423,2.471919,2,1,1,2,1,1,1,20.63832,2.239503,272.9669,1,2,1,1,2,1,0,173.1351,0,150.5383,1,1,1,1,1,7.414317,178.9541,260.9267,123.5837,0.001538067,0.001280902,0.001664373,0,1,1,10.36593,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:50:40 PM",2.660539,258.5579,2,2,1,263.1697,8.719431,515.7652,2.471919,2,1,1,2,1,1,1,20.66714,2.239503,273.2873,1,2,1,1,2,1,0,173.1351,0,151.0766,1,1,1,1,1,7.414317,178.9541,260.9267,123.5837,0.001538067,0.001280902,0.001664373,0,1,1,10.36593,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:50:41 PM",2.655414,258.7149,2,2,1,263.1697,8.69636,516.4061,2.471919,2,1,1,2,1,1,1,20.69595,2.239503,273.1671,1,2,1,1,2,1,0,173.2633,0,151.7688,1,1,1,1,1,7.414317,178.9541,260.9267,123.5837,0.001538067,0.001280902,0.001664373,0,1,1,10.36593,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:50:42 PM",2.640041,259.3037,2,2,1,263.2018,8.68162,517.0726,2.472431,2,1,1,2,1,1,1,20.66073,2.239503,273.3674,1,2,1,1,2,1,0,173.2889,0,152.2302,1,1,1,1,1,7.414317,178.9541,260.9267,123.5837,0.001538067,0.001280902,0.001664373,0,1,1,10.36593,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:50:43 PM",2.624027,259.3037,2,2,1,263.2979,8.664317,517.4315,2.474866,2,1,1,2,1,1,1,20.62872,2.239503,273.5276,1,2,1,1,2,1,0,173.2889,0,153.6529,1,1,1,1,1,7.414317,178.9541,260.9267,123.5837,0.001538067,0.001280902,0.001664373,0,1,1,10.36593,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:50:44 PM",2.622746,259.5392,2,2,1,263.2979,8.647975,518.021,2.475635,2,1,1,2,1,1,1,20.61912,2.239503,274.0884,1,2,1,1,2,1,0,173.2889,0,154.3835,1,1,1,1,1,7.414317,179.031,260.9267,123.5837,0.001538067,0.001280902,0.001664373,0,1,1,10.36593,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:50:45 PM",2.612497,259.9318,2,2,1,263.2979,8.630672,518.6106,2.475379,2,1,1,2,1,1,1,20.61912,2.239503,274.529,1,2,1,1,2,1,0,173.2889,0,154.9603,1,1,1,1,1,7.414317,179.1336,260.9267,123.5837,0.001538067,0.001280902,0.001664373,0,1,1,10.36593,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:50:46 PM",2.601928,259.9318,2,2,1,263.2979,8.619457,518.9182,2.473457,2,1,1,2,1,1,1,20.61912,2.239503,274.3687,1,2,1,1,2,1,0,173.2889,0,155.7677,1,1,1,1,1,7.414317,179.1336,260.9267,123.5837,0.001538067,0.001280902,0.001664373,0,1,1,10.33389,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:50:47 PM",2.578548,259.8533,2,2,1,263.2979,8.606319,519.2002,2.475507,2,1,1,2,1,1,1,20.61912,2.239503,274.6091,1,2,1,1,2,1,0,173.2889,0,156.5368,1,1,1,1,1,7.414317,179.1336,260.9267,123.5837,0.001538067,0.001280902,0.001664373,0,1,1,10.33389,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:50:48 PM",2.564456,259.4607,2,2,1,263.2979,8.593182,519.5078,2.476789,2,1,1,2,1,1,1,20.61912,2.239503,274.6892,1,2,1,1,2,1,0,173.2889,0,157.3058,1,1,1,1,1,7.414317,179.1336,260.9267,123.5837,0.001538067,0.001280902,0.001664373,0,1,1,10.33389,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:50:49 PM",2.549723,259.4215,2,2,1,263.2979,8.588375,519.7129,2.476789,2,1,1,2,1,1,1,20.61912,2.239503,274.9696,1,2,1,1,2,1,0,173.2889,0,157.6903,1,1,1,1,1,7.414317,179.1336,260.9267,123.5837,0.001538067,0.001280902,0.001664373,0,1,1,10.33389,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:50:50 PM",2.529225,259.5,2,2,1,263.2979,8.573956,520.123,2.475122,2,1,1,2,1,1,1,20.66073,2.239503,275.0897,1,2,1,1,2,1,0,173.2889,0,158.344,1,1,1,1,1,7.414317,179.1336,260.9267,123.5837,0.001538067,0.001280902,0.001664373,0,1,1,10.33389,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:50:51 PM",2.51193,259.2645,2,2,1,263.2979,8.559536,520.123,2.475122,2,1,1,2,1,1,1,20.66393,2.239503,274.8094,1,2,1,1,2,1,0,173.2889,0,158.6132,1,1,1,1,1,7.414317,179.1336,260.9267,123.5837,0.001538067,0.001280902,0.001664373,0,1,1,10.33389,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:50:52 PM",2.496877,259.2645,2,2,1,263.2979,8.551846,520.2769,2.473713,2,1,1,2,1,1,1,20.71515,2.239503,274.6892,1,2,1,1,2,1,0,173.2889,0,158.8054,1,1,1,1,1,7.414317,179.1336,260.9267,123.5837,0.001538067,0.001280902,0.001664373,0,1,1,10.33389,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:50:53 PM",2.480863,258.7542,2,2,1,263.2979,8.535824,520.4563,2.473713,2,1,1,2,1,1,1,20.72796,2.236044,274.6892,1,2,1,1,2,1,0,173.2889,0,159.4207,1,1,1,1,1,7.414317,179.1336,260.9267,123.5837,0.001538067,0.001280902,0.001664373,0,1,1,10.33389,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:50:54 PM",2.46517,258.6757,2,2,1,263.2979,8.525249,520.4819,2.473713,2,1,1,2,1,1,1,20.72796,2.236044,274.569,1,2,1,1,2,1,0,173.2889,0,159.4591,1,1,1,1,1,7.414317,179.1336,260.9267,123.5837,0.001538067,0.001280902,0.001664373,0,1,1,10.33389,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:50:55 PM",2.45364,258.7542,2,2,1,263.2979,8.513715,520.4819,2.473713,2,1,1,2,1,1,1,20.69275,2.236044,274.3287,1,2,1,1,2,1,0,173.2889,0,159.4976,1,1,1,1,1,7.414317,179.1336,260.9267,123.5837,0.001538067,0.001280902,0.001664373,0,1,1,10.414,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:50:56 PM",2.44179,258.8719,2,2,1,263.2979,8.497373,520.4819,2.471919,2,1,1,2,1,1,1,20.65433,2.236044,273.7679,1,2,1,1,2,1,0,173.2889,0,159.3822,1,1,1,1,1,7.414317,179.1336,260.9267,123.5837,0.001538067,0.001280902,0.001664373,0,1,1,10.414,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:50:57 PM",2.428979,258.5187,2,2,1,263.2979,8.494168,520.4819,2.471278,2,1,1,2,1,1,1,20.65433,2.236044,273.1671,1,2,1,1,2,1,0,173.2889,0,159.19,1,1,1,1,1,7.414317,179.1336,260.9267,123.5837,0.001538067,0.001280902,0.001664373,0,1,1,10.414,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:50:58 PM",2.428979,258.7149,2,2,1,263.2979,8.473661,520.4819,2.471278,2,1,1,2,1,1,1,20.65433,2.236044,272.6865,1,2,1,1,2,1,0,173.2889,0,159.4591,1,1,1,1,1,7.412074,179.1336,260.9267,123.7375,0.001538067,0.001280902,0.001664373,0,1,1,10.414,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:50:59 PM",2.437946,258.4794,2,2,1,263.2979,8.459562,520.4819,2.471278,2,1,1,2,1,1,1,20.65433,2.236044,272.3661,1,2,1,1,2,1,0,173.2889,0,159.2669,1,1,1,1,1,7.412074,179.1336,260.9267,123.776,0.001538067,0.001280902,0.001664373,0,1,1,10.414,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:51:00 PM",2.491112,259.0682,2,2,1,263.2979,8.448347,520.4819,2.471278,2,1,1,2,1,1,1,20.65433,2.236044,272.1658,1,2,1,1,2,1,0,173.2889,0,159.5745,1,1,1,1,1,7.412074,179.1336,260.9267,123.776,0.001538067,0.001280902,0.001664373,0,1,1,10.414,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:51:01 PM",2.540115,259.4215,2,2,1,263.2979,8.438093,520.4819,2.471278,2,1,1,2,1,1,1,20.65433,2.236044,272.326,1,2,1,1,2,1,0,173.2889,0,160.4204,1,1,1,1,1,7.412074,179.1336,260.9267,123.776,0.001538067,0.001280902,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:51:02 PM",2.576946,259.8925,2,2,1,263.2979,8.426558,520.3281,2.471278,2,1,1,2,1,1,1,20.65113,2.236428,272.2859,1,2,1,1,2,1,0,173.2889,0,162.0738,1,1,1,1,1,7.412074,179.1336,260.9267,123.776,0.001538067,0.001280902,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:51:03 PM",2.614419,260.7168,2,2,1,263.2979,8.417265,519.9949,2.472816,2,1,1,2,1,1,1,20.65113,2.237966,272.0857,1,2,1,1,2,1,0,173.2889,0,162.9582,1,1,1,1,1,7.412074,179.1336,260.9267,123.776,0.001538067,0.001280902,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:51:04 PM",2.643564,260.9916,2,2,1,263.2979,8.40605,519.9949,2.472816,2,1,1,2,1,1,1,20.71195,2.237966,271.9655,1,2,1,1,2,1,0,173.2889,0,163.9964,1,1,1,1,1,7.412074,179.1336,260.9267,123.776,0.001538067,0.001280902,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:51:05 PM",2.663741,261.5804,2,2,1,263.2979,8.398039,519.9949,2.472816,2,1,1,2,1,1,1,20.75677,2.237966,272.1257,1,2,1,1,2,1,0,173.2889,0,164.6885,1,1,1,1,1,7.412074,179.1336,260.9267,123.776,0.001538067,0.001280902,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:51:06 PM",2.666624,262.0514,2,2,1,263.2979,8.388426,519.636,2.472816,2,1,1,2,1,1,1,20.75997,2.237966,272.5263,1,2,1,1,2,1,0,173.2889,0,164.8808,1,1,1,1,1,7.414958,179.1336,260.9267,123.5452,0.001538067,0.001280902,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:51:07 PM",2.643564,261.8552,2,2,1,263.2979,8.381056,519.6104,2.472816,2,1,1,2,1,1,1,20.75997,2.236428,272.9268,1,2,1,1,2,1,0,173.2889,0,165.5729,1,1,1,1,1,7.415278,179.1336,260.9267,123.5452,0.001538067,0.001280902,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:51:08 PM",2.622746,261.8944,2,2,1,263.2979,8.372404,519.6104,2.472816,2,1,1,2,1,1,1,20.69275,2.236428,273.4075,1,2,1,1,2,1,0,173.2889,0,165.6114,1,1,1,1,1,7.415278,179.1336,260.9267,123.5452,0.001538067,0.001280902,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:51:09 PM",2.614099,262.0121,2,2,1,263.2979,8.367277,519.5078,2.472816,2,1,1,2,1,1,1,20.62872,2.238478,273.5677,1,2,1,1,2,1,0,173.2889,0,166.5342,1,1,1,1,1,7.415278,179.1336,260.9267,123.5452,0.001538067,0.001280902,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:51:10 PM",2.611216,261.8159,2,2,1,263.2979,8.359908,519.1746,2.471919,2,1,1,2,1,1,1,20.61271,2.239247,274.1284,1,2,1,1,2,1,0,173.2889,0,167.5724,1,1,1,1,1,7.415278,179.1336,260.9267,123.5452,0.001538067,0.001280902,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:51:11 PM",2.598725,261.5804,2,2,1,263.2979,8.353499,519.0977,2.471919,2,1,1,2,1,1,1,20.61271,2.239247,274.4889,1,2,1,1,2,1,0,173.2889,0,168.1492,1,1,1,1,1,7.415278,179.1336,260.9267,123.5452,0.001538067,0.001280902,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:51:12 PM",2.581751,261.4626,2,2,1,263.2979,8.348372,518.6106,2.471919,2,1,1,2,1,1,1,20.61271,2.236428,274.6892,1,2,1,1,2,1,0,173.4171,0,169.1105,1,1,1,1,1,7.415278,179.1336,260.9267,123.5452,0.001538067,0.001280902,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:51:13 PM",2.566057,260.4813,2,2,1,263.2979,8.343886,518.585,2.471919,2,1,1,2,1,1,1,20.66073,2.236428,275.1298,1,2,1,1,2,1,0,173.4171,0,169.5719,1,1,1,1,1,7.415278,179.1336,260.9267,123.5452,0.001538067,0.001280902,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:51:14 PM",2.550043,259.8925,2,2,1,263.2979,8.337478,518.3542,2.471919,2,1,1,2,1,1,1,20.66073,2.236428,275.3701,1,2,1,1,2,1,0,173.4171,0,170.0333,1,1,1,1,1,7.413676,179.1336,260.9267,123.5452,0.001538067,0.001280902,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:51:15 PM",2.535631,259.0682,2,2,1,263.4901,8.333953,518.2004,2.471919,2,1,1,2,1,1,1,20.66073,2.237581,275.4903,1,2,1,1,2,1,0,173.4171,0,169.9564,1,1,1,1,1,7.413356,179.1336,260.9267,123.5452,0.001538067,0.001280902,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:51:16 PM",2.52346,258.8719,2,2,1,263.4901,8.328826,517.9441,2.471919,2,1,1,2,1,1,1,20.66073,2.237581,275.8107,1,2,1,1,2,1,0,173.4171,0,170.4178,1,1,1,1,1,7.412715,179.1336,260.9267,123.8913,0.001538067,0.001280902,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:51:17 PM",2.506806,258.3617,2,2,1,263.4901,8.324982,517.9185,2.473713,2,1,1,2,1,1,1,20.66073,2.237581,275.7306,1,2,1,1,2,1,0,173.4171,0,170.9177,1,1,1,1,1,7.412715,179.1336,260.9267,123.9298,0.001538067,0.001280902,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:51:18 PM",2.484066,257.7729,2,2,1,263.4901,8.324341,517.7903,2.474738,2,1,1,2,1,1,1,20.5871,2.237581,275.9308,1,2,1,1,2,1,0,173.4171,0,171.11,1,1,1,1,1,7.412715,179.1336,260.9267,123.9298,0.001538067,0.001280902,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
" 22/12/2015 4:51:19 PM",2.467412,257.5374,2,2,1,263.4901,8.318573,517.4571,2.474738,2,1,1,2,1,1,1,20.53909,2.237581,275.8107,1,2,1,1,2,1,0,173.4171,0,171.5714,1,1,1,1,1,7.412715,179.1336,260.9267,123.9298,0.001538067,0.001280902,0.001664373,0,1,1,10.34991,0,4.614202,0.0001281517,1,1,1,Normal
